date,equipment_id,temperature,pressure,maintenance_required
2019-02-06,48,20.781667793534695,11.82594982009535,1
2019-12-31,61,46.11690465951935,15.600963902132708,1
2022-04-29,81,61.416931470776916,21.07257231165223,1
2018-06-11,26,27.02931993158667,48.86130763604203,1
2018-07-21,36,48.050154496734464,23.25388028412203,0
2020-09-22,1,22.656248703309323,29.2816423244833,0
2018-09-27,8,26.28627977240166,17.843908509535716,0
2020-03-26,99,51.75386209612768,34.43120284303073,0
2021-07-18,52,30.617260323444828,21.22732862063897,0
2019-04-01,79,65.40326786092464,18.27970313753707,1
2022-01-25,47,75.15719753098125,30.66290513783916,0
2022-10-17,56,84.04693592872663,10.220231966416833,0
2021-06-29,86,36.012019539584806,10.306561305969012,0
2020-10-13,14,33.398606580725584,18.76275236407431,1
2022-09-22,90,28.36542722675202,11.468854500032846,1
2018-10-23,28,70.91441996349093,14.321030165227654,0
2022-10-15,87,76.5180581189521,23.554425973550064,1
2019-12-21,78,22.526891586051363,42.103427183192515,0
2022-11-08,88,94.89697969949519,32.88194573477203,0
2018-12-04,2,24.157702692117795,30.506709038256655,1
2020-05-28,26,63.30370682408564,21.739552928324866,1
2020-12-12,14,76.72484155607332,47.270148777312656,0
2020-03-02,59,89.67752989968685,25.880601649487666,0
2018-08-05,56,77.12695457059422,13.48371067183086,1
2020-02-03,7,84.13824664558335,34.68266064471205,0
2018-07-07,3,47.15601540342448,14.553535739064056,1
2019-01-15,23,85.18600909972098,23.808925712067683,0
2019-05-08,18,26.409187710774013,30.296477548712353,1
2020-11-30,38,91.58533248484221,44.96890098740703,0
2021-03-26,99,63.8073900922989,29.741863213604745,0
2018-01-15,15,85.3838215969995,38.09035064126657,1
2018-03-06,64,56.18546276146401,49.712673559962816,0
2019-06-05,89,71.48621561572199,15.259564795919264,0
2021-09-29,28,62.11221287488905,20.98926102078078,1
2021-02-26,74,78.52716174042655,25.783043023905854,0
2019-10-10,39,26.530398562447168,26.873127141553255,0
2022-02-04,57,24.828166719245104,26.44084301062183,0
2020-12-22,17,39.768258720811716,46.3044401022622,1
2021-03-08,86,32.76357440905507,38.56130577867425,1
2022-03-03,90,89.74268532737614,34.31620856362815,1
2019-08-16,44,37.53711898864354,22.374908714511285,0
2019-01-27,25,98.0692204655305,42.95161536885179,0
2022-08-26,17,46.951663341688544,48.202420459399555,0
2019-02-23,13,34.569433255095944,42.84793130200906,0
2018-10-16,84,83.17588057139832,10.062604207658916,1
2019-01-14,25,72.69662204007008,35.45605480733628,0
2022-12-02,68,59.85565731625112,12.045415257684029,0
2022-02-22,10,64.42908407501051,20.304288813348876,0
2018-08-19,67,77.53614226178111,12.380988013910867,1
2020-10-14,18,38.2763793065039,34.15181811797551,0
2018-02-10,100,99.70671328453935,37.46359653970427,0
2020-11-17,86,97.98345297174265,14.579505522636204,0
2018-05-15,34,72.02605490775495,25.353555321799178,0
2018-07-20,8,35.96339607433161,28.249460358221683,0
2020-02-19,40,74.41825939450331,24.762120870436664,1
2020-07-18,83,25.775872718334067,14.841000019407723,0
2020-11-22,42,22.452200176464487,26.757911607499018,0
2020-12-07,41,40.6146310808971,40.04712191233672,0
2019-05-18,6,57.009836539145304,12.840306581330218,0
2019-02-11,52,89.46180043267044,13.207200563276139,0
2022-05-17,26,78.17352558130465,24.19085167343937,0
2022-10-18,64,79.41652169599848,47.669028464757005,0
2020-03-15,98,54.03946675584603,36.742905868916566,0
2018-04-09,59,47.674799403757035,37.14679826690259,0
2019-11-15,56,49.683101038768214,24.4767996335146,0
2019-12-27,59,99.01196509888463,33.74643164834154,1
2022-04-20,70,23.2087353129986,10.405247361109735,1
2020-08-18,33,89.36251968979589,35.44384185638169,1
2022-10-29,53,66.29403268579148,46.53147790304947,1
2019-09-05,22,55.08923353516724,34.50293873379277,0
2022-01-25,21,78.02061283321092,44.947943738653805,1
2019-10-05,70,58.93351531397623,38.95892221864375,1
2022-11-28,70,89.87385904653284,14.822336656147609,0
2020-10-25,4,92.05614912090068,46.09813229143367,1
2021-05-26,94,53.73767414987643,12.657753774230995,1
2019-05-18,75,42.14622377880413,31.35869890191055,0
2020-02-06,62,67.38802628746897,15.685484951738307,0
2019-02-02,62,92.98906764933528,10.468264429236163,0
2020-05-20,94,36.85297512045332,26.88137040510556,1
2020-03-05,95,69.83732668507862,21.80162830616625,1
2019-01-28,24,70.52481760740164,29.44001975190412,0
2018-07-26,55,78.64904179322248,33.08799546938204,0
2020-11-04,9,30.525414810180784,11.749562892357893,1
2022-04-27,3,77.26599717456708,14.920131804949825,0
2020-06-10,31,92.72260165325127,32.34569585801701,1
2022-01-24,40,34.37464870961936,23.72669412690633,0
2022-09-11,36,39.00346599391021,39.16693950197792,0
2022-05-18,24,97.71160752333117,36.09166594367758,1
2020-05-13,95,34.47815621675918,43.82417451959627,0
2020-01-13,6,88.35080746956633,37.69971306676901,0
2021-06-18,66,59.38222851584278,27.197243095605927,0
2019-07-18,84,39.778485952254165,36.9186648957773,1
2020-10-17,92,89.65999210180091,21.01524697021674,0
2018-04-06,75,55.62442040021324,22.252539951128508,0
2022-10-24,4,61.18538831437522,41.55940639683173,0
2019-04-30,79,48.73866955198125,27.856780656063286,0
2021-12-01,6,67.4360681147942,41.9352136207341,0
2018-08-19,94,33.08190980680182,42.89689494673114,0
2020-01-19,51,51.286522932140855,44.30249350645135,1
2022-08-06,62,97.552985786823,46.66540943364829,1
2021-04-09,57,40.6506746160902,27.23940882053185,0
2019-06-25,66,72.53893316330337,22.754672732845552,1
2020-11-25,79,46.01520513797559,33.28794986376455,1
2019-06-09,75,81.87785005492805,24.846896937505104,0
2021-03-29,8,30.469892857467986,34.042966672009314,1
2022-09-19,26,97.58568360628358,38.223434505752984,1
2021-06-20,51,56.30316331069114,37.536200739685476,1
2021-01-14,45,38.88403706771712,24.982115480804854,1
2022-12-25,44,25.87973978640101,16.67440806795011,1
2019-08-01,5,33.58063240700326,27.2211735384883,1
2019-11-13,70,61.58191588448141,15.70376576327635,1
2019-07-11,26,46.9602541145029,45.60388140735233,1
2022-05-17,68,86.31066927060876,23.835098429514296,0
2020-10-09,19,54.47100189294447,16.17838988893295,0
2019-10-08,84,39.89714180701039,11.017910396230036,1
2020-03-06,97,69.37159892832241,35.83289545145937,1
2020-11-17,20,76.54217735083566,35.47609269818973,0
2022-07-02,12,33.36335263207599,23.624166663251668,1
2022-04-29,47,33.40953730306541,12.868475553906041,1
2021-09-25,1,22.933714154683436,26.385155795809283,0
2022-12-27,90,78.91216120525124,22.448699802535742,0
2021-09-16,14,73.10436220974441,37.084825589400374,0
2022-07-22,64,57.97047005998511,34.231169978107616,1
2022-03-10,38,87.53363591753578,24.583749127901598,1
2021-10-03,37,84.45361223600426,18.715702170199606,0
2022-02-05,11,66.82834915174017,49.52143864622367,0
2021-06-08,100,89.4617024410607,28.160064847844595,1
2018-07-09,77,36.46729680294146,37.530969431209485,0
2021-06-02,3,28.95356955181823,15.622118703134431,1
2021-11-09,33,41.57996892135917,29.423587986375914,1
2021-11-01,6,24.56694848714519,11.101468794778619,0
2021-07-30,50,62.49356224008256,30.218204716417997,0
2019-09-25,10,94.92845538359691,48.560696284708094,1
2019-09-20,5,23.14748325348077,25.368268519432007,0
2020-08-30,23,29.768793120802144,11.559840502996463,0
2022-11-04,10,56.175922262674824,11.23823163677374,0
2021-07-06,44,94.7100014022324,25.51947039787478,0
2021-10-14,2,45.29248839814004,16.400997458527762,1
2019-12-11,13,60.57878469507139,10.934083853127436,1
2022-01-19,40,23.325828724031368,40.24854455800707,1
2021-12-05,2,31.86745607696711,28.340920355275628,1
2019-10-11,84,98.93040983670775,21.569790878906183,0
2018-11-14,65,97.20949571488364,46.00332732065923,0
2022-08-28,63,20.395198474752767,14.645558408021024,1
2021-06-02,73,96.14494283385912,48.23675315821277,1
2021-06-11,17,71.12959502524004,22.558668695094113,0
2019-11-15,9,89.43346356160177,45.53614689234725,1
2019-10-26,75,56.379188450708725,34.117715059178465,1
2021-10-29,15,61.24768228634002,43.0682943896595,0
2022-08-23,24,59.10772642055362,49.360526528418575,1
2022-06-20,38,73.34914060368834,21.53621751274983,0
2022-02-04,35,31.172100380505032,48.44541941630372,0
2021-06-10,94,22.397887189814234,25.579275796096816,1
2022-09-12,95,44.63439532729527,25.420476189476894,0
2021-02-10,49,76.37446101893174,23.615484170180228,1
2022-03-01,69,36.14827616983587,31.656304293903407,0
2019-03-18,62,73.87459466599338,16.165801727139485,1
2019-07-18,60,97.59296368858163,32.14845941432045,1
2021-07-15,50,27.512057263153473,31.66819249640016,1
2022-03-14,78,73.8081694580101,40.4760725041948,0
2021-11-10,75,55.50001754436569,43.34599847750342,0
2021-11-11,9,89.45138035020042,27.617654012496963,1
2021-02-10,34,34.17198315579087,22.09332997405975,0
2022-06-25,76,75.41007617809316,20.373395892683778,1
2022-07-07,99,87.04922317184882,17.784953468194878,1
2020-08-09,35,95.56913755792186,12.305903287960994,0
2021-01-09,1,74.65984226317167,23.697919153388533,1
2019-11-30,40,59.773981120674186,20.80990768523133,0
2018-04-23,64,69.42777921609711,48.65669543465629,1
2018-01-02,22,89.51239875829745,32.308353050001756,0
2019-10-04,60,65.64877973110637,23.891081561220304,1
2018-08-08,64,22.43096477574695,33.21870403974784,1
2022-05-09,93,94.47589564055822,15.56786805382782,0
2020-05-04,72,75.1621400825249,27.761749968088118,1
2022-10-26,11,74.12107086217972,35.04937285684255,1
2021-06-02,14,37.254012191817374,29.555913271698056,0
2019-01-20,60,72.71083761861257,26.07115202617297,1
2021-11-27,30,51.50915245233268,49.75393555598793,0
2022-07-20,35,72.09863816331936,45.21259048595708,1
2021-02-27,85,28.527442424639258,34.936238326377605,0
2020-12-12,37,72.62762436824289,32.77509444729131,1
2022-09-04,5,99.95309806165332,34.826419192983366,1
2019-12-31,83,23.856963108844482,18.05248431289733,1
2022-08-23,78,98.17393473770538,25.805509730572744,0
2022-09-30,26,52.55263685782965,11.578381315635973,0
2021-12-10,62,89.66027602698074,29.021841499473066,0
2018-09-04,4,82.59083872466188,31.720983358306526,0
2020-04-15,89,65.36130087893342,19.109989444128384,1
2022-01-02,42,79.07593674010613,48.56115388662055,1
2018-07-22,89,90.28124490410784,46.37818443748968,0
2021-04-22,18,52.331225732082636,38.88572941823624,0
2018-05-03,40,46.16265292505909,31.335465150614503,0
2019-02-05,72,73.40747084508678,44.7987663859074,1
2020-02-06,39,84.62767535530068,15.226093752938517,0
2018-10-21,14,80.98281078212926,41.6203917709954,0
2018-10-07,32,83.82509190869075,14.992832558673932,1
2020-06-02,51,54.84666518503464,41.768426501976215,1
2022-06-22,38,85.42673729400173,21.03070273005428,0
2018-07-17,97,29.616724429648677,45.083623240727555,1
2020-09-08,23,63.559127836867965,47.761683753015916,0
2022-03-15,63,20.460692839849727,15.951838776204625,1
2020-01-22,15,45.96686639202162,28.50702420261574,0
2018-05-24,97,49.31692278971183,49.23949512650741,0
2019-09-01,25,51.69381532874043,29.336297438925865,0
2021-05-09,17,75.63737653518898,44.54190090058181,0
2021-02-21,97,51.08464810162766,33.54926088525279,1
2018-07-06,66,55.895489809802456,25.013196316784075,1
2021-09-11,78,39.0035304699462,21.431342221034807,1
2019-04-09,53,49.860143330347206,18.128923643443493,1
2021-10-04,51,38.181570181052116,40.47192765510789,0
2022-11-30,39,25.85567390147549,25.461620272921117,0
2019-10-22,51,68.27588747051024,30.451018488030044,1
2020-02-03,70,73.45702388440131,29.693019200047278,1
2020-08-12,6,69.55922768076917,33.09116116932525,1
2019-02-07,67,57.07952350404579,44.62308582498209,1
2021-10-01,7,50.38286241433838,49.22957374333718,1
2022-03-15,51,89.06669196574602,26.303368342952677,0
2018-05-27,72,61.526542810897446,43.10075688425212,0
2021-03-17,42,58.33455021037848,40.58111178618871,0
2020-05-13,64,22.051365264514857,32.94115805822293,1
2022-10-01,15,47.299826210092505,48.24188574447732,1
2019-05-04,29,50.41564950286856,18.018980621136112,1
2020-07-17,33,51.90582247175204,14.370568412384856,1
2022-07-22,94,66.41378953818659,44.15847867821689,0
2019-07-05,27,62.68820373815028,27.56599266534993,0
2018-12-04,36,68.63240742347557,43.87875416828242,1
2020-05-21,29,81.19066092337026,45.723608207816596,0
2019-10-03,38,85.03885909728749,12.498303744762858,0
2022-12-08,57,77.44984609811955,45.33859051944243,1
2019-04-18,97,96.44189567639478,27.932762214776886,1
2018-05-31,27,21.45860661410893,30.41729956016929,1
2021-12-09,55,35.662238854683686,35.06370044372841,1
2021-08-14,33,20.605029998251368,47.05530426920347,1
2022-06-23,68,71.79797713236823,10.76464377719056,1
2018-09-20,86,91.84244391599896,29.073738732712684,0
2022-11-23,66,39.47858372610394,37.50888169722243,0
2018-05-24,10,94.16276358370453,38.90827830792914,1
2018-12-12,5,24.821391223164866,37.70129726148432,0
2019-09-16,74,94.75488214444114,15.377405176324874,1
2020-10-13,97,48.12981497917075,21.97582353486725,1
2022-05-15,38,28.11366627593732,24.34862101668054,1
2020-05-30,13,58.86974073490605,42.1774883071802,1
2018-01-02,31,40.542125417640634,21.15039489658212,0
2020-06-15,47,42.78983215695383,18.428198554688127,1
2021-08-20,100,44.58319719410292,48.29792076152385,0
2018-09-11,88,84.24207182661307,10.354531404538756,1
2022-08-03,52,63.132902134020355,49.91283422727913,1
2019-03-29,56,44.90461593248029,37.07285195429583,1
2020-11-26,15,68.82670266487347,43.13877197796468,0
2021-03-29,29,77.29205393785548,21.784775853847727,1
2020-10-11,8,41.8099200586827,10.572611106682398,1
2018-01-09,5,53.08392812202812,39.5147807424612,1
2021-06-10,29,29.750887466955803,43.36578388002703,0
2021-01-27,47,34.491947962774425,39.61904527814077,0
2022-08-10,68,74.48942831719862,15.714011492033544,0
2020-03-26,76,34.515067815650156,40.13711689027876,1
2018-07-27,45,62.01307069336481,40.75691128430564,0
2021-02-28,2,76.72370093779462,36.3416206268022,1
2019-02-08,27,28.55015384757951,40.644637311823445,0
2018-06-01,95,65.38497757031229,43.836857587109286,0
2018-02-23,36,40.525022696109104,34.544164569498335,1
2021-02-17,36,97.03415001900639,13.544188558787162,0
2022-08-24,26,58.683651737593976,29.505112386688435,1
2019-09-20,43,84.47940398201266,13.105973386864203,1
2019-08-10,27,64.01812337250094,26.301721241297233,0
2022-07-07,69,23.473002628385533,26.284259565025106,1
2021-12-14,20,70.65211004752179,12.640393765609662,1
2021-12-16,11,96.11226737653256,23.952821358779172,0
2018-04-14,74,68.1289456117065,14.439923951652593,0
2018-09-11,38,85.53510875414321,42.329408400368884,1
2021-06-04,6,90.73651706787263,47.90752103857883,0
2021-02-09,72,38.2463817559146,12.892659010317544,1
2019-05-25,23,36.96358719265813,48.20460829166806,1
2022-02-05,47,68.87847910807935,30.903063973469806,0
2018-04-09,90,52.882277584536375,21.982627118154955,0
2018-06-02,46,87.18890422933762,13.07448301104654,0
2020-07-02,12,92.00184987184089,30.02497072281671,0
2020-05-27,90,48.27371034421745,41.780621779629946,1
2018-12-04,13,38.94964471795856,38.283459090667925,1
2022-09-26,62,82.44204121950895,12.00904045855895,0
2020-04-01,82,41.984482843850884,12.916073414716141,0
2021-04-01,89,85.80914548109428,26.114931305305483,1
2022-10-10,97,53.89906029190102,21.811619761917733,1
2020-08-14,60,73.40399194331764,19.295372922241913,1
2022-09-01,43,27.642825106773454,21.240179956348545,1
2018-06-10,76,69.90874597412585,42.139309731875386,0
2022-05-23,100,56.14141429897833,47.16912214527416,1
2020-03-11,68,66.92867705403793,26.204107781102657,1
2019-02-02,5,33.441136619589074,46.244440085299885,0
2021-07-24,37,78.94989959553456,22.85982804991528,1
2020-03-26,72,89.02376620345828,29.057479453751665,1
2022-03-08,92,37.33918400726205,19.04115991263999,0
2021-11-16,31,27.657164441612938,35.61904168703376,0
2021-03-04,9,21.89108688370691,49.15924460699236,0
2021-05-03,51,71.35772003546128,34.13972384173515,1
2019-02-05,29,68.56752288710246,24.312563364541955,1
2019-10-02,78,63.7357930171256,35.91269783962113,0
2020-11-22,40,38.555767689278035,14.916827138615503,0
2019-11-19,41,51.27247967244117,45.546363210615944,1
2019-04-05,86,67.55810681489385,30.123358031193455,0
2020-08-12,11,59.741348708733554,27.97398968158568,0
2019-04-15,23,99.02284161719098,33.434591538140765,0
2021-10-30,1,30.91518020453865,34.9913545115761,1
2020-11-11,46,75.6115643238075,12.871032249060521,1
2020-01-20,21,52.34550144834337,37.304688848936095,1
2022-08-21,90,54.25596919404918,19.67726721262118,1
2018-02-07,36,77.4078212526541,38.55810530026359,1
2018-08-18,54,75.39489210594957,42.90139177536787,1
2021-10-20,87,99.30047949617506,42.15834030210081,0
2019-07-17,57,30.27154315633002,32.100038696315565,1
2019-03-14,1,28.328771950733305,30.806795692430047,1
2022-12-05,63,77.94710537029928,15.715038453576469,0
2021-07-30,54,66.27095336051272,41.01384601612543,1
2018-01-27,55,41.93285332478447,20.856375217868575,1
2018-08-14,40,26.35354951911893,29.867816912717863,0
2021-07-24,15,26.852659967714445,21.37096371710067,0
2020-03-08,21,91.53526997312946,15.353134519987726,0
2022-06-21,47,35.34938597749943,35.182307875669466,1
2018-10-11,73,45.86972496924166,12.173281392916152,0
2020-05-28,53,38.13251217815904,39.945809365048,1
2020-08-17,9,48.39970446655499,22.703471810444668,1
2022-02-13,74,25.55390741968747,10.005387720179414,1
2019-03-29,52,61.52478327266163,30.44516556948919,1
2020-10-16,57,25.409005087377192,11.874076341104125,0
2020-03-26,26,84.02852062578893,21.04678231283598,0
2019-10-21,41,38.69696655283464,38.27905949822865,1
2022-03-20,35,63.20095316836085,12.507584864874634,0
2019-07-01,63,90.40632700491666,43.5735396942401,1
2021-04-30,25,72.07018952377553,10.152796906343324,1
2020-12-08,90,62.636622924106824,19.87295476807609,1
2022-03-16,75,45.94670024923005,39.63616224608286,0
2018-01-17,38,46.64015304465583,22.65080598917227,1
2021-04-10,2,73.5589564158552,14.07569552264054,1
2021-05-28,7,99.5311488976934,24.409356752017114,0
2018-06-07,82,72.9471351879503,20.81573145538102,0
2019-04-22,91,64.622673389602,43.708476086422195,0
2020-12-05,34,78.45204081913968,22.533916703405726,0
2021-10-28,91,57.21644898269745,41.55729887104029,1
2019-06-02,17,24.811387408062817,45.67488579242939,0
2018-04-09,43,64.98374527023279,27.35269678306118,1
2022-11-04,59,96.61002276043041,46.39772575417568,0
2020-11-26,51,34.02423538861277,25.092722158527714,0
2018-10-07,54,75.20039126565325,48.563136659604325,0
2021-10-04,24,36.07469509272452,13.571580981022917,0
2019-05-12,25,62.8662147578465,37.48077066012971,0
2018-10-29,71,27.73411597173757,29.75256161827715,0
2018-06-30,52,56.02967490065481,25.505952218225882,1
2019-08-30,70,80.49306631161969,35.30847514994404,0
2021-01-27,88,47.80572193911857,38.15428366537325,0
2019-12-01,33,73.19293795897744,10.174530786012363,0
2020-09-19,49,83.63599686317833,16.67812354988795,0
2021-02-13,29,94.17422555835621,38.52184202537275,1
2018-07-10,63,38.77136654843628,36.655416543128254,0
2018-09-10,22,51.94527326474465,48.64190020514709,0
2020-09-07,26,32.19328106643339,40.44151161003132,0
2020-07-16,28,99.39868017267001,48.03090830925352,0
2021-03-30,85,94.16007743394363,38.10162006139228,1
2021-07-03,49,63.196570422444765,21.922088345577727,0
2021-09-08,71,87.3626635501137,14.214596890034258,1
2018-05-08,81,61.67663818176337,41.272954533797424,0
2018-01-18,84,69.88685504022078,35.76596885903663,1
2022-12-22,49,27.12995456928133,11.92744049573185,1
2022-10-25,20,80.42163363974464,24.402018636039134,0
2019-07-20,86,30.217078690818788,48.271992619371446,0
2019-07-24,92,86.08541042020227,30.01604582840805,1
2021-09-08,63,82.56224701363087,27.309165440788185,1
2019-11-17,61,76.69957581943811,28.30798420637176,0
2022-12-21,49,22.89283044198097,18.35530896020655,1
2019-09-18,71,44.250268475626285,24.74828683459181,1
2021-08-04,1,41.04900559286743,24.792530239487064,1
2020-05-03,96,48.810912597721526,12.094200807498897,0
2022-08-14,13,27.011419741107083,40.70270514071673,1
2020-08-19,94,94.95662584248502,26.66017727615516,1
2022-07-21,87,64.3041792569901,42.887195472656934,1
2018-06-04,51,44.44194485264188,44.01392004479582,0
2019-05-05,56,51.75852136594267,18.47976218794632,0
2021-11-10,83,55.77620324038685,36.29413928680514,1
2020-02-24,62,68.04754666884938,28.89127216651927,0
2021-02-01,32,61.25435421571982,45.2062695168594,1
2021-11-17,30,93.55135785715339,18.629627167058164,0
2018-09-03,29,59.75707863246642,37.11252801240177,0
2021-04-14,49,99.372641185865,34.310084890108904,1
2020-11-28,45,88.11399661960766,21.812059102873313,0
2022-02-09,93,36.680841148586865,15.464036146046904,0
2022-09-02,30,94.4476171715133,36.065590419091066,0
2020-01-29,16,29.309311830838087,39.54389832529323,1
2019-06-22,40,85.39597667929533,22.625093750534,0
2020-07-09,19,50.4498634781264,35.79330416089255,0
2019-02-12,18,90.23794563560556,25.80523630446013,1
2019-06-09,1,89.44453520859602,38.52827533130471,0
2020-04-07,78,84.4740320094097,17.968610995762123,0
2022-03-10,47,83.20243490456491,45.608600105446975,0
2020-06-21,66,44.37433112784326,21.49638385862319,0
2018-02-05,92,26.473542644100174,24.711439510246116,0
2019-11-16,94,52.23841430121291,12.323678083213991,1
2018-01-20,38,33.88196119892069,14.460488492851056,1
2018-11-17,51,75.59608711219694,30.634476108493125,0
2022-12-05,63,47.687978123022845,20.70370706911886,0
2019-05-27,4,98.04881606879319,43.41920902968778,0
2019-02-04,1,71.27776618762655,10.587735546198154,1
2019-10-16,8,85.79844509074887,25.163761946877447,1
2020-08-29,29,30.601973819347876,23.493821870763707,0
2019-04-16,55,88.9611585818098,10.77310523670404,0
2021-03-12,3,93.82057524107155,14.974735960020409,1
2021-01-20,32,58.96495350551487,26.54570699674541,0
2021-10-09,10,68.5002350200782,29.714583377897867,1
2020-04-13,74,81.18478407223964,26.171589890194763,1
2022-12-29,83,33.98709018083301,31.237507136483753,0
2019-12-28,34,60.205286117075396,33.80526699622726,1
2020-05-03,97,51.89304222178505,10.396952845113425,0
2018-02-20,87,31.70991937297993,28.563806378140157,0
2022-08-16,55,49.40275378332252,48.53996963550353,0
2022-09-18,92,25.453784750839485,30.761291205181948,0
2019-07-29,32,22.06495255595896,37.10169069835813,0
2021-04-28,50,30.81330313238582,22.474554316675327,0
2021-02-22,7,97.0492089271339,40.959655126110505,1
2018-05-30,93,63.96236287160136,40.9168592750446,1
2018-11-10,8,97.2657728922576,30.851841906165557,1
2019-07-24,65,54.59983026641056,49.04055293116854,1
2021-09-27,57,44.945290646820766,15.022008590506136,0
2018-11-01,67,60.49134902721953,10.67790659558324,1
2022-09-12,88,55.16093509063281,40.80632847028384,1
2019-11-13,87,28.453174740939513,42.2862214945953,1
2020-04-17,59,71.2661051752165,14.80828916482305,0
